#twotheta, yobs, ycal, bkg, diff
3.438000e+001,8.200000e+002,7.852618e+002,5.247477e+001,3.473821e+001
3.440000e+001,8.700000e+002,8.422644e+002,5.245149e+001,2.773564e+001
3.442000e+001,8.370000e+002,8.513356e+002,5.242795e+001,-1.433562e+001
3.444000e+001,7.760000e+002,7.939790e+002,5.240417e+001,-1.797897e+001
3.446000e+001,7.020000e+002,7.063971e+002,5.238015e+001,-4.397080e+000
3.448000e+001,6.080000e+002,6.165524e+002,5.235588e+001,-8.552389e+000
3.450000e+001,5.330000e+002,5.346635e+002,5.233137e+001,-1.663522e+000
3.452000e+001,4.340000e+002,4.464779e+002,5.230662e+001,-1.247787e+001
3.454000e+001,3.970000e+002,3.603290e+002,5.228162e+001,3.667104e+001
3.456000e+001,2.840000e+002,2.877189e+002,5.225639e+001,-3.718915e+000
3.458000e+001,2.600000e+002,2.334636e+002,5.223092e+001,2.653644e+001
3.460000e+001,1.910000e+002,1.971829e+002,5.220521e+001,-6.182870e+000
3.462000e+001,1.570000e+002,1.753702e+002,5.217926e+001,-1.837019e+001
3.464000e+001,1.880000e+002,1.634596e+002,5.215308e+001,2.454037e+001
3.466000e+001,1.470000e+002,1.574599e+002,5.212666e+001,-1.045989e+001
3.468000e+001,1.580000e+002,1.546520e+002,5.210001e+001,3.347984e+000
3.470000e+001,1.550000e+002,1.534962e+002,5.207313e+001,1.503818e+000
3.472000e+001,1.300000e+002,1.532259e+002,5.204601e+001,-2.322592e+001
3.474000e+001,1.670000e+002,1.534797e+002,5.201867e+001,1.352028e+001
3.476000e+001,1.650000e+002,1.540781e+002,5.199110e+001,1.092188e+001
3.478000e+001,1.410000e+002,1.549182e+002,5.196329e+001,-1.391818e+001
3.480000e+001,1.600000e+002,1.559308e+002,5.193526e+001,4.069174e+000
3.482000e+001,1.350000e+002,1.570646e+002,5.190701e+001,-2.206460e+001
3.484000e+001,1.650000e+002,1.582790e+002,5.187853e+001,6.720997e+000
3.486000e+001,1.600000e+002,1.595411e+002,5.184982e+001,4.588576e-001
3.488000e+001,1.670000e+002,1.608237e+002,5.182090e+001,6.176326e+000
3.490000e+001,1.510000e+002,1.621035e+002,5.179175e+001,-1.110345e+001
3.492000e+001,1.600000e+002,1.633606e+002,5.176237e+001,-3.360594e+000
3.494000e+001,1.700000e+002,1.645778e+002,5.173278e+001,5.422193e+000
3.496000e+001,1.630000e+002,1.657399e+002,5.170297e+001,-2.739940e+000
3.498000e+001,1.610000e+002,1.668337e+002,5.167295e+001,-5.833664e+000
3.500000e+001,2.000000e+002,1.678473e+002,5.164270e+001,3.215274e+001
3.502000e+001,1.830000e+002,1.687705e+002,5.161224e+001,1.422952e+001
3.504000e+001,1.750000e+002,1.695945e+002,5.158156e+001,5.405535e+000
3.506000e+001,1.970000e+002,1.703117e+002,5.155068e+001,2.668831e+001
3.508000e+001,1.770000e+002,1.709159e+002,5.151957e+001,6.084064e+000
3.510000e+001,1.670000e+002,1.714023e+002,5.148826e+001,-4.402302e+000
3.512000e+001,1.780000e+002,1.716985e+002,5.145674e+001,6.301483e+000
3.514000e+001,1.640000e+002,1.710755e+002,5.142500e+001,-7.075511e+000
3.516000e+001,1.620000e+002,1.694197e+002,5.139306e+001,-7.419685e+000
3.518000e+001,1.750000e+002,1.669056e+002,5.136091e+001,8.094384e+000
3.520000e+001,1.740000e+002,1.637642e+002,5.132855e+001,1.023580e+001
3.522000e+001,1.450000e+002,1.600622e+002,5.129599e+001,-1.506223e+001
3.524000e+001,1.520000e+002,1.557448e+002,5.126323e+001,-3.744787e+000
3.526000e+001,1.950000e+002,1.510729e+002,5.123026e+001,4.392705e+001
3.528000e+001,1.320000e+002,1.462998e+002,5.119709e+001,-1.429978e+001
3.530000e+001,1.420000e+002,1.416453e+002,5.116371e+001,3.547137e-001
3.532000e+001,1.310000e+002,1.372836e+002,5.113014e+001,-6.283578e+000
3.534000e+001,1.410000e+002,1.333364e+002,5.109637e+001,7.663620e+000
3.536000e+001,1.400000e+002,1.298753e+002,5.106240e+001,1.012471e+001
3.538000e+001,1.510000e+002,1.269271e+002,5.102823e+001,2.407294e+001
3.540000e+001,1.690000e+002,1.244829e+002,5.099387e+001,4.451711e+001
3.542000e+001,1.250000e+002,1.225087e+002,5.095931e+001,2.491350e+000
3.544000e+001,1.570000e+002,1.209546e+002,5.092455e+001,3.604537e+001
3.546000e+001,1.290000e+002,1.197641e+002,5.088961e+001,9.235939e+000
3.548000e+001,1.410000e+002,1.188799e+002,5.085447e+001,2.212008e+001
3.550000e+001,1.200000e+002,1.182500e+002,5.081914e+001,1.749954e+000
3.552000e+001,1.140000e+002,1.178307e+002,5.078362e+001,-3.830689e+000
3.554000e+001,1.160000e+002,1.175889e+002,5.074792e+001,-1.588895e+000
3.556000e+001,1.190000e+002,1.175040e+002,5.071202e+001,1.496029e+000
3.558000e+001,1.050000e+002,1.175684e+002,5.067594e+001,-1.256843e+001
3.560000e+001,1.370000e+002,1.177887e+002,5.063967e+001,1.921130e+001
3.562000e+001,1.010000e+002,1.181859e+002,5.060322e+001,-1.718587e+001
3.564000e+001,1.390000e+002,1.187017e+002,5.056659e+001,2.029833e+001
3.566000e+001,1.370000e+002,1.195812e+002,5.052977e+001,1.741882e+001
3.568000e+001,1.490000e+002,1.208008e+002,5.049277e+001,2.819923e+001
3.570000e+001,1.260000e+002,1.224545e+002,5.045559e+001,3.545450e+000
3.572000e+001,1.360000e+002,1.246136e+002,5.041823e+001,1.138637e+001
3.574000e+001,1.560000e+002,1.275195e+002,5.038069e+001,2.848052e+001
3.576000e+001,1.490000e+002,1.313012e+002,5.034298e+001,1.769881e+001
3.578000e+001,1.610000e+002,1.361701e+002,5.030509e+001,2.482990e+001
3.580000e+001,1.580000e+002,1.423743e+002,5.026702e+001,1.562572e+001
3.582000e+001,1.540000e+002,1.501998e+002,5.022878e+001,3.800170e+000
3.584000e+001,1.880000e+002,1.599704e+002,5.019037e+001,2.802963e+001
3.586000e+001,1.980000e+002,1.720441e+002,5.015178e+001,2.595590e+001
3.588000e+001,2.150000e+002,1.868078e+002,5.011302e+001,2.819220e+001
3.590000e+001,2.270000e+002,2.044270e+002,5.007410e+001,2.257302e+001
3.592000e+001,2.500000e+002,2.257962e+002,5.003500e+001,2.420377e+001
3.594000e+001,2.680000e+002,2.510725e+002,4.999574e+001,1.692747e+001
3.596000e+001,3.020000e+002,2.806226e+002,4.995631e+001,2.137742e+001
3.598000e+001,2.910000e+002,3.146359e+002,4.991671e+001,-2.363589e+001
3.600000e+001,3.260000e+002,3.535771e+002,4.987695e+001,-2.757715e+001
3.602000e+001,3.900000e+002,3.974370e+002,4.983702e+001,-7.437009e+000
3.604000e+001,4.480000e+002,4.461853e+002,4.979693e+001,1.814689e+000
3.606000e+001,4.630000e+002,4.996230e+002,4.975668e+001,-3.662297e+001
3.608000e+001,5.730000e+002,5.573569e+002,4.971627e+001,1.564311e+001
3.610000e+001,5.940000e+002,6.187779e+002,4.967570e+001,-2.477790e+001
3.612000e+001,6.530000e+002,6.830425e+002,4.963497e+001,-3.004247e+001
3.614000e+001,7.040000e+002,7.490590e+002,4.959409e+001,-4.505904e+001
3.616000e+001,8.380000e+002,8.154811e+002,4.955304e+001,2.251892e+001
3.618000e+001,9.090000e+002,8.807116e+002,4.951184e+001,2.828838e+001
3.620000e+001,1.007000e+003,9.429275e+002,4.947049e+001,6.407252e+001
3.622000e+001,1.031000e+003,1.000135e+003,4.942898e+001,3.086462e+001
3.624000e+001,1.107000e+003,1.050271e+003,4.938732e+001,5.672888e+001
3.626000e+001,1.118000e+003,1.091345e+003,4.934551e+001,2.665483e+001
3.628000e+001,1.163000e+003,1.121620e+003,4.930355e+001,4.138000e+001
3.630000e+001,1.005000e+003,1.116803e+003,4.926144e+001,-1.118029e+002
3.632000e+001,1.032000e+003,9.982292e+002,4.921918e+001,3.377079e+001
3.634000e+001,9.370000e+002,8.683235e+002,4.917678e+001,6.867647e+001
3.636000e+001,8.280000e+002,7.876307e+002,4.913423e+001,4.036925e+001
3.638000e+001,7.450000e+002,7.434022e+002,4.909153e+001,1.597817e+000
3.640000e+001,6.690000e+002,6.811690e+002,4.904869e+001,-1.216905e+001
3.642000e+001,5.410000e+002,5.746511e+002,4.900571e+001,-3.365112e+001
3.644000e+001,4.470000e+002,4.779765e+002,4.896258e+001,-3.097648e+001
3.646000e+001,4.200000e+002,4.095078e+002,4.891932e+001,1.049218e+001
3.648000e+001,3.550000e+002,3.606789e+002,4.887591e+001,-5.678917e+000
3.650000e+001,3.380000e+002,3.207526e+002,4.883236e+001,1.724739e+001
3.652000e+001,3.010000e+002,2.847927e+002,4.878868e+001,1.620735e+001
3.654000e+001,2.510000e+002,2.521776e+002,4.874486e+001,-1.177611e+000
3.656000e+001,2.600000e+002,2.236116e+002,4.870090e+001,3.638839e+001
3.658000e+001,2.140000e+002,1.994780e+002,4.865681e+001,1.452201e+001
3.660000e+001,2.110000e+002,1.795316e+002,4.861259e+001,3.146842e+001
3.662000e+001,1.720000e+002,1.631613e+002,4.856823e+001,8.838662e+000
3.664000e+001,1.390000e+002,1.496827e+002,4.852375e+001,-1.068266e+001
3.666000e+001,1.430000e+002,1.384918e+002,4.847913e+001,4.508233e+000
3.668000e+001,1.380000e+002,1.291072e+002,4.843438e+001,8.892842e+000
3.670000e+001,1.470000e+002,1.211591e+002,4.838950e+001,2.584093e+001
3.672000e+001,1.210000e+002,1.143655e+002,4.834450e+001,6.634520e+000
3.674000e+001,1.300000e+002,1.085098e+002,4.829937e+001,2.149016e+001
3.676000e+001,1.130000e+002,1.034241e+002,4.825411e+001,9.575925e+000
3.678000e+001,1.130000e+002,9.897621e+001,4.820873e+001,1.402379e+001
3.680000e+001,1.040000e+002,9.506147e+001,4.816323e+001,8.938533e+000
3.682000e+001,1.120000e+002,9.159580e+001,4.811760e+001,2.040420e+001
3.684000e+001,8.600000e+001,8.851118e+001,4.807186e+001,-2.511179e+000
3.686000e+001,1.000000e+002,8.575203e+001,4.802599e+001,1.424797e+001
3.688000e+001,9.100000e+001,8.327261e+001,4.798000e+001,7.727387e+000
3.690000e+001,8.000000e+001,8.103500e+001,4.793390e+001,-1.034998e+000
3.692000e+001,9.000000e+001,7.900751e+001,4.788768e+001,1.099249e+001
3.694000e+001,7.700000e+001,7.716353e+001,4.784134e+001,-1.635260e-001
3.696000e+001,8.400000e+001,7.548055e+001,4.779489e+001,8.519455e+000
3.698000e+001,6.900000e+001,7.393944e+001,4.774832e+001,-4.939435e+000
3.700000e+001,8.600000e+001,7.252385e+001,4.770164e+001,1.347615e+001
3.702000e+001,7.100000e+001,7.121974e+001,4.765485e+001,-2.197365e-001
3.704000e+001,7.800000e+001,7.001499e+001,4.760795e+001,7.985007e+000
3.706000e+001,9.000000e+001,6.889912e+001,4.756094e+001,2.110088e+001
3.708000e+001,7.900000e+001,6.786298e+001,4.751382e+001,1.113702e+001
3.710000e+001,8.300000e+001,6.689859e+001,4.746659e+001,1.610141e+001
3.712000e+001,7.700000e+001,6.599897e+001,4.741926e+001,1.100103e+001
3.714000e+001,6.400000e+001,6.515796e+001,4.737182e+001,-1.157956e+000
3.716000e+001,5.700000e+001,6.437012e+001,4.732428e+001,-7.370119e+000
3.718000e+001,6.500000e+001,6.363065e+001,4.727663e+001,1.369350e+000
3.720000e+001,7.500000e+001,6.293528e+001,4.722888e+001,1.206472e+001
3.722000e+001,5.200000e+001,6.228019e+001,4.718103e+001,-1.028019e+001
3.724000e+001,7.700000e+001,6.166201e+001,4.713307e+001,1.533799e+001
3.726000e+001,5.400000e+001,6.107767e+001,4.708502e+001,-7.077669e+000
3.728000e+001,8.300000e+001,6.052445e+001,4.703687e+001,2.247555e+001
3.730000e+001,6.900000e+001,5.999990e+001,4.698863e+001,9.000103e+000
3.732000e+001,7.300000e+001,5.950179e+001,4.694028e+001,1.349821e+001
3.734000e+001,5.700000e+001,5.902812e+001,4.689185e+001,-2.028124e+000
3.736000e+001,5.400000e+001,5.857709e+001,4.684331e+001,-4.577088e+000
3.738000e+001,6.600000e+001,5.814703e+001,4.679469e+001,7.852966e+000
3.740000e+001,8.200000e+001,5.773647e+001,4.674597e+001,2.426353e+001
3.742000e+001,6.300000e+001,5.734402e+001,4.669716e+001,5.655984e+000
3.744000e+001,6.300000e+001,5.696844e+001,4.664826e+001,6.031557e+000
3.746000e+001,7.000000e+001,5.660861e+001,4.659928e+001,1.339139e+001
3.748000e+001,6.300000e+001,5.626346e+001,4.655020e+001,6.736536e+000
3.750000e+001,7.100000e+001,5.593206e+001,4.650104e+001,1.506794e+001
3.752000e+001,8.400000e+001,5.561352e+001,4.645179e+001,2.838648e+001
3.754000e+001,6.400000e+001,5.530703e+001,4.640246e+001,8.692974e+000
3.756000e+001,5.600000e+001,5.501184e+001,4.635304e+001,9.881584e-001
3.758000e+001,4.300000e+001,5.472728e+001,4.630354e+001,-1.172728e+001
3.760000e+001,4.900000e+001,5.445270e+001,4.625396e+001,-5.452698e+000
3.762000e+001,4.800000e+001,5.418752e+001,4.620430e+001,-6.187516e+000
3.764000e+001,6.200000e+001,5.393119e+001,4.615456e+001,8.068812e+000
3.766000e+001,5.400000e+001,5.360408e+001,4.610474e+001,3.959209e-001
3.768000e+001,4.900000e+001,5.336494e+001,4.605484e+001,-4.364944e+000
3.770000e+001,5.700000e+001,5.313324e+001,4.600487e+001,3.866764e+000
3.772000e+001,4.300000e+001,5.290855e+001,4.595482e+001,-9.908551e+000
3.774000e+001,4.600000e+001,5.269051e+001,4.590470e+001,-6.690511e+000
3.776000e+001,5.500000e+001,5.243972e+001,4.585450e+001,2.560283e+000
3.778000e+001,6.500000e+001,5.223441e+001,4.580423e+001,1.276559e+001
3.780000e+001,5.200000e+001,5.203475e+001,4.575389e+001,-3.475129e-002
3.782000e+001,3.800000e+001,5.184046e+001,4.570348e+001,-1.384046e+001
3.784000e+001,4.000000e+001,5.165125e+001,4.565300e+001,-1.165125e+001
3.786000e+001,4.900000e+001,5.146690e+001,4.560245e+001,-2.466896e+000
3.788000e+001,3.100000e+001,5.128714e+001,4.555184e+001,-2.028714e+001
3.790000e+001,4.900000e+001,5.111178e+001,4.550116e+001,-2.111775e+000
3.792000e+001,3.600000e+001,5.094058e+001,4.545041e+001,-1.494058e+001
3.794000e+001,4.700000e+001,5.077337e+001,4.539960e+001,-3.773373e+000
3.796000e+001,4.600000e+001,5.060996e+001,4.534873e+001,-4.609959e+000
3.798000e+001,5.100000e+001,5.045017e+001,4.529779e+001,5.498330e-001
3.800000e+001,5.200000e+001,5.029383e+001,4.524680e+001,1.706165e+000
3.802000e+001,5.000000e+001,5.014081e+001,4.519574e+001,-1.408078e-001
3.804000e+001,5.400000e+001,4.999094e+001,4.514463e+001,4.009060e+000
3.806000e+001,5.800000e+001,4.984410e+001,4.509346e+001,8.155905e+000
3.808000e+001,3.200000e+001,4.970014e+001,4.504223e+001,-1.770014e+001
3.810000e+001,4.100000e+001,4.955896e+001,4.499094e+001,-8.558959e+000
3.812000e+001,4.400000e+001,4.942043e+001,4.493960e+001,-5.420428e+000
3.814000e+001,4.100000e+001,4.928444e+001,4.488821e+001,-8.284441e+000
3.816000e+001,5.600000e+001,4.915089e+001,4.483677e+001,6.849108e+000
3.818000e+001,4.000000e+001,4.901968e+001,4.478527e+001,-9.019683e+000
3.820000e+001,4.100000e+001,4.889072e+001,4.473372e+001,-7.890720e+000
3.822000e+001,5.100000e+001,4.876391e+001,4.468213e+001,2.236085e+000
3.824000e+001,4.400000e+001,4.863918e+001,4.463048e+001,-4.639182e+000
3.826000e+001,4.100000e+001,4.851644e+001,4.457879e+001,-7.516441e+000
3.828000e+001,4.900000e+001,4.839562e+001,4.452705e+001,6.043835e-001
3.830000e+001,4.800000e+001,4.827664e+001,4.447527e+001,-2.766352e-001
3.832000e+001,4.200000e+001,4.815943e+001,4.442344e+001,-6.159428e+000
3.834000e+001,4.000000e+001,4.804393e+001,4.437157e+001,-8.043930e+000
3.836000e+001,4.600000e+001,4.793008e+001,4.431966e+001,-1.930078e+000
3.838000e+001,4.700000e+001,4.781781e+001,4.426770e+001,-8.178126e-001
3.840000e+001,5.100000e+001,4.770708e+001,4.421571e+001,3.292923e+000
3.842000e+001,5.200000e+001,4.759782e+001,4.416368e+001,4.402183e+000
3.844000e+001,4.200000e+001,4.748998e+001,4.411160e+001,-5.489981e+000
3.846000e+001,3.900000e+001,4.738352e+001,4.405950e+001,-8.383520e+000
3.848000e+001,4.400000e+001,4.727839e+001,4.400735e+001,-3.278387e+000
3.850000e+001,4.400000e+001,4.717454e+001,4.395517e+001,-3.174538e+000
3.852000e+001,4.500000e+001,4.707193e+001,4.390296e+001,-2.071929e+000
3.854000e+001,3.400000e+001,4.697052e+001,4.385072e+001,-1.297052e+001
3.856000e+001,3.200000e+001,4.687027e+001,4.379844e+001,-1.487027e+001
3.858000e+001,3.900000e+001,4.677115e+001,4.374613e+001,-7.771148e+000
3.860000e+001,4.600000e+001,4.667311e+001,4.369379e+001,-6.731133e-001
3.862000e+001,4.800000e+001,4.657613e+001,4.364143e+001,1.423866e+000
3.864000e+001,3.500000e+001,4.648018e+001,4.358903e+001,-1.148018e+001
3.866000e+001,4.600000e+001,4.638521e+001,4.353661e+001,-3.852146e-001
3.868000e+001,4.200000e+001,4.629122e+001,4.348417e+001,-4.291215e+000
3.870000e+001,3.200000e+001,4.619815e+001,4.343170e+001,-1.419815e+001
3.872000e+001,3.600000e+001,4.610600e+001,4.337920e+001,-1.010600e+001
3.874000e+001,4.300000e+001,4.601474e+001,4.332669e+001,-3.014735e+000
3.876000e+001,4.600000e+001,4.592433e+001,4.327415e+001,7.566789e-002
3.878000e+001,3.500000e+001,4.583477e+001,4.322159e+001,-1.083477e+001
3.880000e+001,4.900000e+001,4.574603e+001,4.316901e+001,3.253971e+000
3.882000e+001,4.000000e+001,4.565809e+001,4.311642e+001,-5.658090e+000
3.884000e+001,3.200000e+001,4.557093e+001,4.306381e+001,-1.357093e+001
3.886000e+001,3.000000e+001,4.548455e+001,4.301118e+001,-1.548455e+001
3.888000e+001,3.500000e+001,4.539891e+001,4.295854e+001,-1.039891e+001
3.890000e+001,4.200000e+001,4.531402e+001,4.290588e+001,-3.314018e+000
3.892000e+001,3.300000e+001,4.522985e+001,4.285321e+001,-1.222985e+001
3.894000e+001,4.200000e+001,4.514640e+001,4.280052e+001,-3.146403e+000
3.896000e+001,5.000000e+001,4.506366e+001,4.274783e+001,4.936337e+000
3.898000e+001,4.700000e+001,4.498163e+001,4.269513e+001,2.018375e+000
3.900000e+001,3.800000e+001,4.490028e+001,4.264242e+001,-6.900284e+000
3.902000e+001,3.000000e+001,4.481964e+001,4.258970e+001,-1.481964e+001
3.904000e+001,4.600000e+001,4.473968e+001,4.253697e+001,1.260319e+000
3.906000e+001,4.000000e+001,4.466042e+001,4.248424e+001,-4.660417e+000
3.908000e+001,4.400000e+001,4.458185e+001,4.243150e+001,-5.818481e-001
3.910000e+001,3.600000e+001,4.450398e+001,4.237876e+001,-8.503979e+000
3.912000e+001,3.400000e+001,4.442682e+001,4.232601e+001,-1.042682e+001
3.914000e+001,4.700000e+001,4.435037e+001,4.227327e+001,2.649627e+000
3.916000e+001,3.300000e+001,4.427466e+001,4.222052e+001,-1.127466e+001
3.918000e+001,3.000000e+001,4.419969e+001,4.216778e+001,-1.419969e+001
3.920000e+001,5.200000e+001,4.412548e+001,4.211504e+001,7.874517e+000
3.922000e+001,4.000000e+001,4.405206e+001,4.206229e+001,-4.052063e+000
3.924000e+001,3.600000e+001,4.397945e+001,4.200956e+001,-7.979453e+000
3.926000e+001,4.100000e+001,4.390768e+001,4.195682e+001,-2.907684e+000
3.928000e+001,5.400000e+001,4.383679e+001,4.190410e+001,1.016321e+001
3.930000e+001,4.200000e+001,4.376680e+001,4.185138e+001,-1.766800e+000
3.932000e+001,4.200000e+001,4.369776e+001,4.179867e+001,-1.697765e+000
3.934000e+001,4.700000e+001,4.362973e+001,4.174596e+001,3.370274e+000
3.936000e+001,4.500000e+001,4.356274e+001,4.169327e+001,1.437264e+000
3.938000e+001,3.700000e+001,4.349685e+001,4.164059e+001,-6.496851e+000
3.940000e+001,3.200000e+001,4.343213e+001,4.158791e+001,-1.143213e+001
3.942000e+001,4.500000e+001,4.336865e+001,4.153526e+001,1.631354e+000
3.944000e+001,4.300000e+001,4.330647e+001,4.148261e+001,-3.064676e-001
3.946000e+001,3.900000e+001,4.324568e+001,4.142998e+001,-4.245676e+000
3.948000e+001,4.400000e+001,4.318636e+001,4.137737e+001,8.136428e-001
3.950000e+001,4.700000e+001,4.312860e+001,4.132478e+001,3.871395e+000
3.952000e+001,3.900000e+001,4.307252e+001,4.127220e+001,-4.072519e+000
3.954000e+001,5.100000e+001,4.301821e+001,4.121964e+001,7.981793e+000
3.956000e+001,3.400000e+001,4.296578e+001,4.116710e+001,-8.965784e+000
3.958000e+001,3.400000e+001,4.291537e+001,4.111459e+001,-8.915374e+000
3.960000e+001,4.200000e+001,4.286711e+001,4.106209e+001,-8.671081e-001
3.962000e+001,4.400000e+001,4.224582e+001,4.100962e+001,1.754184e+000
3.964000e+001,4.600000e+001,4.220911e+001,4.095717e+001,3.790892e+000
3.966000e+001,5.200000e+001,4.217486e+001,4.090475e+001,9.825135e+000
3.968000e+001,4.100000e+001,4.214326e+001,4.085236e+001,-1.143255e+000
3.970000e+001,3.700000e+001,4.211445e+001,4.079999e+001,-5.114455e+000
3.972000e+001,4.600000e+001,4.180383e+001,4.074765e+001,4.196171e+000
3.974000e+001,4.200000e+001,4.178459e+001,4.069535e+001,2.154078e-001
3.976000e+001,4.400000e+001,4.176868e+001,4.064307e+001,2.231316e+000
3.978000e+001,3.700000e+001,4.175632e+001,4.059082e+001,-4.756316e+000
3.980000e+001,4.400000e+001,4.174771e+001,4.053861e+001,2.252292e+000
3.982000e+001,5.700000e+001,4.174308e+001,4.048643e+001,1.525692e+001
3.984000e+001,4.800000e+001,4.174268e+001,4.043428e+001,6.257318e+000
3.986000e+001,5.400000e+001,4.174674e+001,4.038218e+001,1.225326e+001
3.988000e+001,4.800000e+001,4.175550e+001,4.033010e+001,6.244495e+000
3.990000e+001,3.600000e+001,4.176923e+001,4.027807e+001,-5.769231e+000
3.992000e+001,4.800000e+001,4.178817e+001,4.022607e+001,6.211826e+000
3.994000e+001,3.800000e+001,4.181260e+001,4.017412e+001,-3.812597e+000
3.996000e+001,4.700000e+001,4.184276e+001,4.012220e+001,5.157236e+000
3.998000e+001,4.700000e+001,4.187894e+001,4.007033e+001,5.121058e+000
4.000000e+001,4.700000e+001,4.192140e+001,4.001850e+001,5.078600e+000
4.002000e+001,4.300000e+001,4.197041e+001,3.996672e+001,1.029594e+000
4.004000e+001,4.200000e+001,4.202623e+001,3.991498e+001,-2.622520e-002
4.006000e+001,5.500000e+001,4.208912e+001,3.986329e+001,1.291088e+001
4.008000e+001,4.200000e+001,4.215936e+001,3.981164e+001,-1.593588e-001
4.010000e+001,5.000000e+001,4.223719e+001,3.976004e+001,7.762814e+000
4.012000e+001,3.500000e+001,4.232285e+001,3.970850e+001,-7.322852e+000
4.014000e+001,3.800000e+001,4.241659e+001,3.965700e+001,-4.416593e+000
4.016000e+001,4.300000e+001,4.251864e+001,3.960555e+001,4.813647e-001
4.018000e+001,5.000000e+001,4.262919e+001,3.955416e+001,7.370808e+000
4.020000e+001,4.100000e+001,4.274846e+001,3.950282e+001,-1.748463e+000
4.022000e+001,4.500000e+001,4.287663e+001,3.945153e+001,2.123372e+000
4.024000e+001,4.000000e+001,4.301385e+001,3.940030e+001,-3.013850e+000
4.026000e+001,5.600000e+001,4.316027e+001,3.934913e+001,1.283973e+001
4.028000e+001,4.000000e+001,4.331601e+001,3.929802e+001,-3.316010e+000
4.030000e+001,4.500000e+001,4.348116e+001,3.924696e+001,1.518840e+000
4.032000e+001,3.000000e+001,4.365579e+001,3.919596e+001,-1.365579e+001
4.034000e+001,5.700000e+001,4.383993e+001,3.914503e+001,1.316007e+001
4.036000e+001,5.400000e+001,4.403360e+001,3.909415e+001,9.966403e+000
4.038000e+001,4.600000e+001,4.423676e+001,3.904334e+001,1.763243e+000
4.040000e+001,4.700000e+001,4.444935e+001,3.899259e+001,2.550651e+000
4.042000e+001,5.600000e+001,4.467128e+001,3.894191e+001,1.132872e+001
4.044000e+001,5.800000e+001,4.490240e+001,3.889129e+001,1.309760e+001
4.046000e+001,4.800000e+001,4.514255e+001,3.884074e+001,2.857452e+000
4.048000e+001,5.200000e+001,4.539150e+001,3.879026e+001,6.608502e+000
4.050000e+001,6.100000e+001,4.564899e+001,3.873985e+001,1.535101e+001
4.052000e+001,5.400000e+001,4.591473e+001,3.868951e+001,8.085272e+000
4.054000e+001,5.600000e+001,4.618836e+001,3.863924e+001,9.811642e+000
4.056000e+001,4.500000e+001,4.646949e+001,3.858904e+001,-1.469490e+000
4.058000e+001,5.100000e+001,4.675769e+001,3.853892e+001,4.242311e+000
4.060000e+001,5.600000e+001,4.705247e+001,3.848887e+001,8.947528e+000
4.062000e+001,4.100000e+001,4.735331e+001,3.843889e+001,-6.353314e+000
4.064000e+001,3.900000e+001,4.765965e+001,3.838899e+001,-8.659646e+000
4.066000e+001,5.300000e+001,4.797085e+001,3.833918e+001,5.029146e+000
4.068000e+001,4.600000e+001,4.828629e+001,3.828945e+001,-2.286285e+000
4.070000e+001,5.700000e+001,4.860524e+001,3.823980e+001,8.394758e+000
4.072000e+001,5.000000e+001,4.892699e+001,3.819025e+001,1.073011e+000
4.074000e+001,4.300000e+001,4.925075e+001,3.814079e+001,-6.250752e+000
4.076000e+001,4.000000e+001,4.957572e+001,3.809142e+001,-9.575722e+000
4.078000e+001,5.300000e+001,4.990106e+001,3.804216e+001,3.098944e+000
4.080000e+001,5.300000e+001,5.022588e+001,3.799299e+001,2.774119e+000
4.082000e+001,6.100000e+001,5.054930e+001,3.794393e+001,1.045070e+001
4.084000e+001,5.000000e+001,5.087038e+001,3.789498e+001,-8.703795e-001
4.086000e+001,4.900000e+001,5.118818e+001,3.784613e+001,-2.188183e+000
4.088000e+001,6.900000e+001,5.150175e+001,3.779740e+001,1.749825e+001
4.090000e+001,5.500000e+001,5.181009e+001,3.774879e+001,3.189905e+000
4.092000e+001,6.200000e+001,5.211224e+001,3.770030e+001,9.887756e+000
4.094000e+001,4.600000e+001,5.240721e+001,3.765193e+001,-6.407208e+000
4.096000e+001,5.100000e+001,5.269400e+001,3.760368e+001,-1.693997e+000
4.098000e+001,4.800000e+001,5.297163e+001,3.755556e+001,-4.971630e+000
4.100000e+001,4.500000e+001,5.323913e+001,3.750757e+001,-8.239133e+000
4.102000e+001,5.600000e+001,5.349555e+001,3.745972e+001,2.504454e+000
4.104000e+001,7.800000e+001,5.373993e+001,3.741200e+001,2.426007e+001
4.106000e+001,5.900000e+001,5.397137e+001,3.736442e+001,5.028634e+000
4.108000e+001,4.600000e+001,5.418897e+001,3.731698e+001,-8.188968e+000
4.110000e+001,5.400000e+001,5.439188e+001,3.726969e+001,-3.918808e-001
4.112000e+001,6.100000e+001,5.457929e+001,3.722255e+001,6.420714e+000
4.114000e+001,6.800000e+001,5.475041e+001,3.717556e+001,1.324959e+001
4.116000e+001,5.800000e+001,5.490452e+001,3.712872e+001,3.095476e+000
4.118000e+001,5.300000e+001,5.504095e+001,3.708204e+001,-2.040950e+000
4.120000e+001,5.200000e+001,5.515906e+001,3.703552e+001,-3.159064e+000
4.122000e+001,6.500000e+001,5.525830e+001,3.698916e+001,9.741698e+000
4.124000e+001,4.800000e+001,5.533816e+001,3.694297e+001,-7.338160e+000
4.126000e+001,6.100000e+001,5.539820e+001,3.689695e+001,5.601802e+000
